CREN	CSCH	MALA	JG05	CINC
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
Cre07.g330700	g182	Mal24_g7444	JG24_g4448	g15989
