CSCH	JG05	MALA	CREN	CINC
g12490	JG24_g10208	Mal24_g11870	Cre17.g731350	g16597
g12481	JG24_g10219	Mal24_g11881	Cre17.g731750	g16607
g12473	JG24_g10221	Mal24_g11883	Cre17.g731850	g16610
g12471	JG24_g10223	Mal24_g11885	Cre17.g731950	g16612
g12470	JG24_g10224	Mal24_g11886	Cre17.g732000	g16613
g12468	JG24_g10226	Mal24_g11888	Cre17.g732100	g16616
g12467	JG24_g10227	Mal24_g11889	Cre17.g732150	g16617
g12466	JG24_g10228	Mal24_g11890	Cre17.g732200	g16618
g12465	JG24_g10229	Mal24_g11891	Cre17.g732250	g16619
g12464	JG24_g10230	Mal24_g11892	Cre17.g732300	g16620
g12454	JG24_g10239	Mal24_g11906	Cre17.g732700	g16636
g12450	JG24_g10243	Mal24_g11910	Cre17.g732802	g16639
g12449	JG24_g10244	Mal24_g11911	Cre17.g732850	g16645
g12442	JG24_g10251	Mal24_g11919	Cre17.g733250	g16655
g12429	JG24_g10260	Mal24_g11925	Cre17.g802101	g9811
g12428	JG24_g10261	Mal24_g11926	Cre17.g734900	g9810
g12426	JG24_g10271	Mal24_g11929	Cre17.g735350	g9806
g12423	JG24_g10274	Mal24_g11933	Cre17.g735400	g9805
g12417	JG24_g10280	Mal24_g11942	Cre17.g735700	g9797
g12401	JG24_g10289	Mal24_g11953	Cre17.g735950	g9782
g12392	JG24_g10311	Mal24_g11959	Cre17.g736650	g9765
g12384	JG24_g10317	Mal24_g11967	Cre17.g736900	g9749
g12382	JG24_g10319	Mal24_g11969	Cre17.g737000	g9747
g12381	JG24_g10320	Mal24_g11970	Cre17.g737050	g9746
g12378	JG24_g10322	Mal24_g11972	Cre17.g737100	g9744
g12376	JG24_g10324	Mal24_g11974	Cre17.g737200	g9742
g12375	JG24_g10325	Mal24_g11975	Cre17.g737250	g9741
g12362	JG24_g10341	Mal24_g11982	Cre17.g738050	g9731
g7719	JG24_g10349	Mal24_g16366	Cre06.g311900	g11322
g7718	JG24_g10350	Mal24_g16365	Cre06.g311850	g11323
g7717	JG24_g10351	Mal24_g16364	Cre06.g311800	g11324
g7715	JG24_g10353	Mal24_g16362	Cre06.g311700	g11326
g7713	JG24_g10355	Mal24_g16360	Cre06.g311600	g11329
g7695	JG24_g10369	Mal24_g16346	Cre06.g310950	g11344
g15399	JG24_g10373	Mal24_g16342	Cre06.g310750	g11350
g15400	JG24_g10374	Mal24_g16341	Cre06.g310700	g11351
g15404	JG24_g10377	Mal24_g16338	Cre06.g310450	g11354
g15406	JG24_g10379	Mal24_g16336	Cre06.g310350	g11357
g15407	JG24_g10380	Mal24_g16335	Cre06.g310200	g11358
g15409	JG24_g10383	Mal24_g16333	Cre06.g310100	g11359
g15410	JG24_g10385	Mal24_g16331	Cre06.g310000	g11361
g15414	JG24_g10387	Mal24_g16329	Cre06.g309900	g11365
g15418	JG24_g10390	Mal24_g16324	Cre06.g309650	g11368
g2356	JG24_g10392	Mal24_g11871	Cre17.g734596	g8094
g15422	JG24_g10394	Mal24_g16322	Cre06.g309550	g11370
g15429	JG24_g10397	Mal24_g8967	Cre06.g309350	g11375
g15435	JG24_g10401	Mal24_g8962	Cre06.g309150	g11379
g15436	JG24_g10402	Mal24_g8961	Cre06.g309100	g11385
g15438	JG24_g10404	Mal24_g8958	Cre06.g309000	g11388
g15439	JG24_g10405	Mal24_g8957	Cre06.g308950	g11389
g15440	JG24_g10406	Mal24_g8956	Cre06.g308900	g11390
g15441	JG24_g10407	Mal24_g8955	Cre06.g308850	g11391
g15442	JG24_g10409	Mal24_g8953	Cre06.g308750	g11395
g15446	JG24_g10414	Mal24_g8949	Cre06.g308533	g11399
g15447	JG24_g10415	Mal24_g8948	Cre06.g308500	g11400
g15448	JG24_g10416	Mal24_g8947	Cre06.g308450	g11401
g15450	JG24_g10418	Mal24_g8945	Cre06.g308350	g11403
g15451	JG24_g10419	Mal24_g8944	Cre06.g308300	g11404
g15452	JG24_g10420	Mal24_g8943	Cre06.g308250	g11405
g15454	JG24_g10422	Mal24_g8941	Cre06.g308150	g11407
g15455	JG24_g10423	Mal24_g8940	Cre06.g308100	g11408
g15456	JG24_g10427	Mal24_g8938	Cre06.g308050	g11409
g15457	JG24_g10430	Mal24_g8937	Cre06.g308000	g11410
g15458	JG24_g10431	Mal24_g8936	Cre06.g307950	g11411
g15459	JG24_g10432	Mal24_g8935	Cre06.g307900	g11412
g15461	JG24_g10434	Mal24_g8933	Cre06.g307800	g11414
g15462	JG24_g10435	Mal24_g8931	Cre06.g307750	g11415
g15465	JG24_g10439	Mal24_g8928	Cre06.g307600	g11417
g15466	JG24_g10440	Mal24_g8927	Cre06.g307551	g11418
g15470	JG24_g10441	Mal24_g8919	Cre06.g307500	g11419
g15468	JG24_g10444	Mal24_g8921	Cre06.g307400	g11424
g15473	JG24_g10449	Mal24_g8916	Cre06.g307200	g11428
g15474	JG24_g10450	Mal24_g8915	Cre06.g307150	g11429
g15475	JG24_g10451	Mal24_g8913	Cre06.g307100	g11430
g15476	JG24_g10452	Mal24_g8912	Cre06.g306950	g11431
g15478	JG24_g10455	Mal24_g8909	Cre06.g306850	g11434
g15480	JG24_g10457	Mal24_g8907	Cre06.g306750	g11437
g15481	JG24_g10458	Mal24_g8906	Cre06.g306700	g11438
g15484	JG24_g10462	Mal24_g8902	Cre06.g306601	g11440
g15489	JG24_g10467	Mal24_g8899	Cre06.g306400	g11443
g15490	JG24_g10468	Mal24_g8898	Cre06.g306350	g11444
g15491	JG24_g10469	Mal24_g8897	Cre06.g306300	g11445
g15492	JG24_g10470	Mal24_g8896	Cre06.g306250	g11446
g15493	JG24_g10471	Mal24_g8895	Cre06.g306200	g11447
g15498	JG24_g10476	Mal24_g8888	Cre06.g305900	g11453
g15505	JG24_g10483	Mal24_g8880	Cre06.g305600	g9306
g15507	JG24_g10485	Mal24_g8877	Cre06.g305500	g9308
g1742	JG24_g10491	Mal24_g8868	Cre06.g305251	g9315
g1734	JG24_g10499	Mal24_g8857	Cre06.g304876	g9322
g1731	JG24_g10504	Mal24_g8854	Cre06.g304750	g9326
g1730	JG24_g10505	Mal24_g8853	Cre06.g304700	g9327
g1727	JG24_g10507	Mal24_g8851	Cre06.g304600	g9329
g1725	JG24_g10513	Mal24_g8848	Cre06.g304500	g9333
g1724	JG24_g10514	Mal24_g8847	Cre06.g304400	g9334
g1722	JG24_g10518	Mal24_g8846	Cre06.g304300	g9336
g1718	JG24_g10522	Mal24_g8838	Cre06.g304050	g9342
g1716	JG24_g10524	Mal24_g8836	Cre06.g303950	g9344
g1715	JG24_g10525	Mal24_g8835	Cre06.g303900	g9345
g1714	JG24_g10526	Mal24_g8834	Cre06.g303850	g9346
g1713	JG24_g10527	Mal24_g8833	Cre06.g303800	g9347
g1711	JG24_g10529	Mal24_g8831	Cre06.g303700	g9349
g1708	JG24_g10533	Mal24_g8823	Cre06.g303572	g9355
g1703	JG24_g10538	Mal24_g8818	Cre06.g303400	g9360
g1702	JG24_g10539	Mal24_g8817	Cre06.g303350	g9361
g1701	JG24_g10540	Mal24_g8816	Cre06.g303300	g9362
g1694	JG24_g10547	Mal24_g8805	Cre06.g303050	g9367
g1692	JG24_g10549	Mal24_g8803	Cre06.g302950	g9369
g1689	JG24_g10556	Mal24_g8800	Cre06.g302800	g9372
g1688	JG24_g10557	Mal24_g8799	Cre06.g302750	g9373
g1687	JG24_g10558	Mal24_g8798	Cre06.g302700	g9374
g1686	JG24_g10560	Mal24_g8797	Cre06.g302650	g9375
g1046	JG24_g10576	Mal24_g8784	Cre06.g301650	g9388
g15824	JG24_g10578	Mal24_g8782	Cre06.g301550	g9390
g15828	JG24_g10583	Mal24_g8778	Cre06.g301050	g9394
g15832	JG24_g10587	Mal24_g8774	Cre06.g300800	g9398
g15833	JG24_g10588	Mal24_g8773	Cre06.g300750	g9399
g15834	JG24_g10589	Mal24_g8772	Cre06.g300700	g9400
g15838	JG24_g10591	Mal24_g8770	Cre06.g300650	g9401
g15839	JG24_g10595	Mal24_g8769	Cre06.g300550	g9403
g15849	JG24_g10604	Mal24_g8761	Cre06.g299900	g9413
g15851	JG24_g10606	Mal24_g8759	Cre06.g299800	g9415
g15852	JG24_g10607	Mal24_g8758	Cre06.g800734	g9416
g15853	JG24_g10608	Mal24_g8757	Cre06.g299700	g9417
g15854	JG24_g10609	Mal24_g8756	Cre06.g299650	g9418
g15855	JG24_g10610	Mal24_g8755	Cre06.g299600	g9419
g15861	JG24_g10617	Mal24_g8748	Cre06.g299350	g9427
g15862	JG24_g10618	Mal24_g8747	Cre06.g299300	g9428
g3338	JG24_g10622	Mal24_g1365	Cre02.g112650	g7604
g3341	JG24_g10627	Mal24_g1369	Cre02.g112850	g7600
g3342	JG24_g10628	Mal24_g1370	Cre02.g112900	g7599
g3343	JG24_g10629	Mal24_g1371	Cre02.g112950	g7598
g3345	JG24_g10631	Mal24_g1373	Cre02.g113050	g7596
g3346	JG24_g10632	Mal24_g1374	Cre02.g113100	g7595
g3348	JG24_g10634	Mal24_g1376	Cre02.g113200	g7593
g3352	JG24_g10639	Mal24_g1381	Cre02.g113400	g7587
g3356	JG24_g10645	Mal24_g1384	Cre02.g113550	g7584
g3358	JG24_g10647	Mal24_g1386	Cre02.g800236	g7582
g3360	JG24_g10649	Mal24_g1388	Cre02.g113652	g7580
g3361	JG24_g10650	Mal24_g1389	Cre02.g113700	g7579
g3366	JG24_g10654	Mal24_g1393	Cre02.g113850	g7575
g3367	JG24_g10655	Mal24_g1394	Cre02.g113900	g7574
g3374	JG24_g10665	Mal24_g1403	Cre02.g114250	g14224
g3377	JG24_g10668	Mal24_g1406	Cre02.g114400	g14226
g3378	JG24_g10669	Mal24_g1407	Cre02.g114450	g14227
g3379	JG24_g10670	Mal24_g1408	Cre02.g114500	g14228
g3380	JG24_g10671	Mal24_g1409	Cre02.g114600	g14229
g3384	JG24_g10673	Mal24_g1411	Cre02.g114700	g14231
g3391	JG24_g10681	Mal24_g1418	Cre02.g115050	g14237
g3394	JG24_g10682	Mal24_g1420	Cre02.g115100	g14238
g3395	JG24_g10683	Mal24_g1421	Cre02.g115150	g14239
g3396	JG24_g10684	Mal24_g1422	Cre02.g115200	g14240
g3397	JG24_g10685	Mal24_g1423	Cre02.g115250	g14241
g3404	JG24_g10693	Mal24_g1431	Cre02.g115650	g14249
g3405	JG24_g10695	Mal24_g1433	Cre02.g115750	g14250
g3406	JG24_g10696	Mal24_g1434	Cre02.g115800	g14251
g3409	JG24_g10698	Mal24_g1437	Cre02.g115950	g14254
g3410	JG24_g10699	Mal24_g1438	Cre02.g116000	g14255
g3416	JG24_g10702	Mal24_g1443	Cre02.g116250	g14260
g3417	JG24_g10703	Mal24_g1444	Cre02.g116300	g14261
g3418	JG24_g10704	Mal24_g1445	Cre02.g116350	g14262
g3420	JG24_g10706	Mal24_g1448	Cre02.g116450	g14264
g3421	JG24_g10707	Mal24_g1449	Cre02.g116500	g14265
g3423	JG24_g10709	Mal24_g1452	Cre02.g116600	g14267
g3424	JG24_g10710	Mal24_g1453	Cre02.g116650	g14268
g3425	JG24_g10711	Mal24_g1454	Cre02.g116700	g14034
g3426	JG24_g10713	Mal24_g1455	Cre02.g116750	g10294
g3430	JG24_g10719	Mal24_g1461	Cre02.g117050	g3138
g3433	JG24_g10722	Mal24_g1465	Cre02.g117200	g3135
g3434	JG24_g10723	Mal24_g1466	Cre02.g117250	g3134
g3435	JG24_g10724	Mal24_g1467	Cre02.g117300	g3133
g3440	JG24_g10730	Mal24_g1472	Cre02.g117550	g3128
g3442	JG24_g10732	Mal24_g1473	Cre02.g117650	g3126
g3444	JG24_g10733	Mal24_g1475	Cre02.g117781	g3125
g3447	JG24_g10736	Mal24_g1480	Cre02.g117850	g3121
g3448	JG24_g10737	Mal24_g1481	Cre02.g117900	g3118
g3451	JG24_g10741	Mal24_g1484	Cre02.g118050	g3115
g3454	JG24_g10746	Mal24_g1487	Cre02.g118250	g3110
g3456	JG24_g10747	Mal24_g1488	Cre02.g118300	g3109
g3459	JG24_g10750	Mal24_g1491	Cre02.g118450	g3106
g3460	JG24_g10751	Mal24_g1492	Cre02.g118500	g3105
g3464	JG24_g10755	Mal24_g1497	Cre02.g118750	g3100
g3466	JG24_g10757	Mal24_g1499	Cre02.g118850	g3098
g3467	JG24_g10758	Mal24_g1500	Cre02.g118900	g3097
g3468	JG24_g10759	Mal24_g1501	Cre02.g118950	g3096
g3474	JG24_g10765	Mal24_g1508	Cre02.g119250	g3091
g3476	JG24_g10766	Mal24_g1509	Cre02.g119350	g3090
g3477	JG24_g10767	Mal24_g1510	Cre02.g119400	g3089
g3478	JG24_g10768	Mal24_g1511	Cre02.g119450	g3088
g3479	JG24_g10769	Mal24_g1520	Cre02.g119550	g3087
g3480	JG24_g10770	Mal24_g1521	Cre02.g119600	g3086
g3482	JG24_g10773	Mal24_g1523	Cre02.g119700	g3082
g3486	JG24_g10777	Mal24_g1528	Cre02.g119900	g3078
g3492	JG24_g10783	Mal24_g1534	Cre02.g120250	g3072
g3494	JG24_g10787	Mal24_g1538	Cre09.g386850	g3069
g3497	JG24_g10789	Mal24_g1540	Cre09.g387000	g3066
g3498	JG24_g10790	Mal24_g1541	Cre09.g387050	g3065
g3499	JG24_g10791	Mal24_g1542	Cre09.g387100	g3064
g3500	JG24_g10792	Mal24_g1543	Cre09.g387150	g3063
g3507	JG24_g10794	Mal24_g16369	Cre09.g387250	g3062
g3509	JG24_g10796	Mal24_g16371	Cre09.g387350	g3060
g3516	JG24_g10804	Mal24_g16378	Cre09.g387650	g3054
g3517	JG24_g10805	Mal24_g16379	Cre09.g387700	g3053
g3519	JG24_g10808	Mal24_g16381	Cre09.g387800	g3051
g3523	JG24_g10814	Mal24_g16384	Cre09.g388000	g13964
g3524	JG24_g10815	Mal24_g16385	Cre09.g388050	g13963
g3526	JG24_g10817	Mal24_g16387	Cre09.g388150	g13961
g3527	JG24_g10818	Mal24_g16388	Cre09.g388200	g13960
g3533	JG24_g10824	Mal24_g16395	Cre09.g388400	g13953
g3536	JG24_g10828	Mal24_g16398	Cre09.g388550	g13950
g3538	JG24_g10830	Mal24_g16400	Cre09.g388650	g13948
g3540	JG24_g10832	Mal24_g16402	Cre09.g388750	g15548
g3541	JG24_g10833	Mal24_g16403	Cre09.g388800	g15547
g3543	JG24_g10835	Mal24_g16405	Cre09.g388850	g15545
g3546	JG24_g10838	Mal24_g16409	Cre09.g389000	g15542
g1079	JG24_g10839	Mal24_g3854	Cre01.g049750	g14948
g3549	JG24_g10840	Mal24_g16414	Cre09.g389089	g15540
g3550	JG24_g10841	Mal24_g16415	Cre09.g389100	g15539
g3553	JG24_g10844	Mal24_g16419	Cre09.g389250	g15536
g3555	JG24_g10846	Mal24_g16421	Cre09.g389350	g15534
g3558	JG24_g10849	Mal24_g16424	Cre09.g389500	g15530
g3559	JG24_g10850	Mal24_g16425	Cre09.g389550	g15529
g3567	JG24_g10857	Mal24_g16433	Cre09.g389950	g15521
g3569	JG24_g10859	Mal24_g16435	Cre09.g390050	g15519
g3570	JG24_g10861	Mal24_g16436	Cre09.g390100	g15516
g3571	JG24_g10862	Mal24_g16437	Cre09.g387060	g15515
g3572	JG24_g10863	Mal24_g16438	Cre09.g387134	g15514
g3573	JG24_g10864	Mal24_g16439	Cre09.g387171	g15513
g3577	JG24_g10868	Mal24_g16443	Cre09.g387319	g15509
g3581	JG24_g10872	Mal24_g16446	Cre09.g387467	g15505
g3582	JG24_g10873	Mal24_g16447	Cre09.g387504	g15504
g3586	JG24_g10877	Mal24_g16452	Cre09.g387652	g15500
g3589	JG24_g10880	Mal24_g16455	Cre09.g387726	g15498
g3590	JG24_g10881	Mal24_g16456	Cre09.g387763	g15497
g3591	JG24_g10882	Mal24_g16457	Cre09.g387801	g15496
g3592	JG24_g10883	Mal24_g16458	Cre09.g387838	g15495
g3593	JG24_g10884	Mal24_g16459	Cre09.g387875	g15494
g3596	JG24_g10887	Mal24_g16462	Cre09.g387949	g15491
g3598	JG24_g10889	Mal24_g16463	Cre09.g388097	g15489
g3599	JG24_g10890	Mal24_g16464	Cre09.g388134	g15488
g3600	JG24_g10891	Mal24_g16465	Cre09.g388171	g15487
g3601	JG24_g10892	Mal24_g16466	Cre09.g388208	g15486
g3603	JG24_g10894	Mal24_g16468	Cre09.g388282	g15484
g3604	JG24_g10895	Mal24_g16469	Cre09.g388319	g15483
g3606	JG24_g10897	Mal24_g16471	Cre09.g388393	g15481
g3610	JG24_g10900	Mal24_g16475	Cre09.g388467	g15478
g3612	JG24_g10902	Mal24_g16477	Cre09.g388541	g15476
g3613	JG24_g10904	Mal24_g16479	Cre09.g388615	g15474
g3616	JG24_g10907	Mal24_g16482	Cre09.g388689	g15468
g3617	JG24_g10908	Mal24_g16483	Cre09.g388726	g15467
g3618	JG24_g10909	Mal24_g16484	Cre09.g388763	g15466
g3619	JG24_g10910	Mal24_g16485	Cre09.g388801	g15465
g3620	JG24_g10911	Mal24_g16486	Cre09.g388838	g15464
g3622	JG24_g10915	Mal24_g16490	Cre09.g388949	g15462
g3626	JG24_g10922	Mal24_g16495	Cre09.g389208	g15458
g3628	JG24_g10924	Mal24_g16497	Cre09.g389282	g15456
g3630	JG24_g10926	Mal24_g16498	Cre09.g389356	g15454
g3631	JG24_g10927	Mal24_g16499	Cre09.g389393	g15453
g3632	JG24_g10928	Mal24_g16500	Cre09.g389430	g15452
g3634	JG24_g10930	Mal24_g16502	Cre09.g389504	g15450
g3636	JG24_g10932	Mal24_g16504	Cre09.g389578	g15448
g3637	JG24_g10933	Mal24_g16505	Cre09.g389615	g15447
g3639	JG24_g10935	Mal24_g16507	Cre09.g389689	g15445
g3644	JG24_g10940	Mal24_g16512	Cre09.g389875	g15441
g3645	JG24_g10941	Mal24_g16513	Cre09.g389912	g15440
g3646	JG24_g10942	Mal24_g16515	Cre09.g389949	g15439
g3653	JG24_g10949	Mal24_g16522	Cre09.g390134	g15433
g3654	JG24_g10950	Mal24_g16525	Cre09.g390171	g15391
g3657	JG24_g10954	Mal24_g16528	Cre09.g390245	g15394
g3658	JG24_g10955	Mal24_g16529	Cre09.g390282	g15395
g3662	JG24_g10959	Mal24_g16533	Cre09.g390467	g15399
g3667	JG24_g10962	Mal24_g16536	Cre09.g390578	g15402
g3668	JG24_g10963	Mal24_g16537	Cre09.g390615	g15403
g3669	JG24_g10964	Mal24_g16538	Cre09.g390763	g15404
g3670	JG24_g10965	Mal24_g16539	Cre09.g390801	g15405
g3674	JG24_g10970	Mal24_g16542	Cre09.g390949	g15411
g3675	JG24_g10971	Mal24_g16543	Cre09.g390986	g15412
g3676	JG24_g10972	Mal24_g16544	Cre09.g391023	g15413
g3677	JG24_g10973	Mal24_g16545	Cre09.g391097	g15419
g3681	JG24_g10978	Mal24_g16550	Cre09.g391282	g15424
g3692	JG24_g10989	Mal24_g16561	Cre09.g391726	g15432
g3694	JG24_g10991	Mal24_g16564	Cre09.g391838	g15389
g4980	JG24_g10997	Mal24_g6984	Cre09.g391949	g15384
g4979	JG24_g10998	Mal24_g6986	Cre09.g391986	g15382
g4974	JG24_g11002	Mal24_g6990	Cre09.g392134	g15376
g4973	JG24_g11003	Mal24_g6991	Cre09.g392171	g15375
g4971	JG24_g11006	Mal24_g6993	Cre09.g392282	g15373
g4970	JG24_g11008	Mal24_g6995	Cre09.g392319	g15372
g4966	JG24_g11010	Mal24_g6998	Cre09.g392430	g15369
g4962	JG24_g11014	Mal24_g7002	Cre09.g392579	g15366
g4961	JG24_g11015	Mal24_g7005	Cre09.g392616	g15365
g4959	JG24_g11020	Mal24_g7007	Cre09.g392692	g15362
g4954	JG24_g11025	Mal24_g7012	Cre09.g393173	g15358
g4949	JG24_g11029	Mal24_g7018	Cre09.g386949	g15355
g4947	JG24_g11030	Mal24_g7021	Cre09.g386912	g15353
g4946	JG24_g11033	Mal24_g7022	Cre02.g147900	g15352
g4945	JG24_g11034	Mal24_g7023	Cre02.g147850	g15351
g4944	JG24_g11035	Mal24_g7024	Cre02.g147800	g15350
g4939	JG24_g11037	Mal24_g7027	Cre02.g147700	g15348
g4933	JG24_g11041	Mal24_g7046	Cre02.g147500	g15345
g4931	JG24_g11044	Mal24_g7049	Cre02.g147300	g15342
g4929	JG24_g11046	Mal24_g7051	Cre02.g147302	g15340
g4927	JG24_g11048	Mal24_g7053	Cre02.g147100	g15338
g4926	JG24_g11049	Mal24_g7054	Cre02.g147050	g15337
g4925	JG24_g11050	Mal24_g7055	Cre02.g147000	g15336
g6570	JG24_g11062	Mal24_g7068	Cre02.g146600	g15325
g6569	JG24_g11063	Mal24_g7069	Cre02.g146550	g15324
g6565	JG24_g11067	Mal24_g7073	Cre02.g146250	g15320
g6564	JG24_g11068	Mal24_g7074	Cre02.g146200	g15319
g6557	JG24_g11076	Mal24_g7081	Cre02.g145850	g15312
g6556	JG24_g11077	Mal24_g7082	Cre02.g145800	g15311
g6549	JG24_g11084	Mal24_g7088	Cre02.g145550	g15304
g6543	JG24_g11091	Mal24_g7093	Cre02.g145450	g15301
g6541	JG24_g11092	Mal24_g7095	Cre02.g145350	g15300
g6540	JG24_g11094	Mal24_g7096	Cre02.g145300	g15299
g6530	JG24_g11103	Mal24_g7107	Cre02.g145050	g15289
g6528	JG24_g11105	Mal24_g7109	Cre02.g144950	g15287
g6526	JG24_g11107	Mal24_g7111	Cre02.g144850	g15285
g6525	JG24_g11108	Mal24_g7112	Cre02.g144800	g15284
g6518	JG24_g11112	Mal24_g7119	Cre02.g144450	g15278
g6517	JG24_g11113	Mal24_g7120	Cre02.g144400	g15277
g6514	JG24_g11114	Mal24_g7121	Cre02.g144350	g15276
g6513	JG24_g11115	Mal24_g7122	Cre02.g144300	g15275
g6512	JG24_g11116	Mal24_g7123	Cre02.g144250	g15274
g6684	JG24_g11125	Mal24_g9022	Cre05.g241650	g1349
g6686	JG24_g11127	Mal24_g9020	Cre05.g241750	g1347
g6687	JG24_g11128	Mal24_g9019	Cre05.g241850	g1346
g6689	JG24_g11130	Mal24_g9017	Cre05.g241950	g1344
g6696	JG24_g11138	Mal24_g9008	Cre05.g242300	g1335
g6697	JG24_g11139	Mal24_g9007	Cre05.g242350	g1334
g6698	JG24_g11140	Mal24_g9006	Cre05.g242400	g1331
g6701	JG24_g11143	Mal24_g9002	Cre05.g242500	g1328
g6702	JG24_g11144	Mal24_g9001	Cre05.g242550	g1327
g6708	JG24_g11151	Mal24_g8994	Cre05.g242856	g1322
g6711	JG24_g11153	Mal24_g8992	Cre05.g242950	g1319
g6713	JG24_g11155	Mal24_g8990	Cre05.g243050	g1317
g6719	JG24_g11163	Mal24_g8981	Cre05.g800511	g1313
g15515	JG24_g11173	Mal24_g15315	Cre01.g001350	g17124
g15526	JG24_g11181	Mal24_g15304	Cre01.g800000	g17132
g15530	JG24_g11191	Mal24_g15299	Cre01.g001750	g17138
g15534	JG24_g11193	Mal24_g15296	Cre01.g001950	g17141
g15538	JG24_g11197	Mal24_g15292	Cre01.g002200	g17145
g15544	JG24_g11207	Mal24_g15287	Cre01.g002250	g17149
g15545	JG24_g11208	Mal24_g15286	Cre01.g002300	g17150
g15546	JG24_g11209	Mal24_g15285	Cre01.g002350	g17151
g15550	JG24_g11211	Mal24_g15279	Cre01.g002500	g17154
g15551	JG24_g11212	Mal24_g15278	Cre01.g002550	g17155
g15563	JG24_g11228	Mal24_g15261	Cre01.g003200	g17168
g15565	JG24_g11230	Mal24_g15259	Cre01.g003376	g17171
g15568	JG24_g11232	Mal24_g15250	Cre01.g003463	g17173
g9153	JG24_g11253	Mal24_g9548	Cre07.g356400	g15014
g9154	JG24_g11255	Mal24_g9549	Cre07.g356350	g15015
g9156	JG24_g11257	Mal24_g9551	Cre07.g356250	g15013
g9158	JG24_g11259	Mal24_g9553	Cre07.g356150	g15011
g9177	JG24_g11263	Mal24_g9558	Cre07.g355900	g8532
g9176	JG24_g11264	Mal24_g9559	Cre07.g355850	g8533
g9167	JG24_g11269	Mal24_g9564	Cre07.g355600	g8539
g9165	JG24_g11275	Mal24_g9566	Cre07.g355500	g8541
g9181	JG24_g11306	Mal24_g9571	Cre07.g355300	g8546
g9182	JG24_g11307	Mal24_g9572	Cre07.g355250	g8547
g9183	JG24_g11308	Mal24_g9573	Cre07.g355200	g8548
g9184	JG24_g11309	Mal24_g9574	Cre07.g355150	g8549
g9196	JG24_g11321	Mal24_g9585	Cre07.g354551	g8559
g9201	JG24_g11326	Mal24_g9595	Cre07.g354250	g8564
g9202	JG24_g11327	Mal24_g9596	Cre07.g354200	g8565
g9203	JG24_g11328	Mal24_g9597	Cre07.g354150	g8566
g9204	JG24_g11329	Mal24_g9598	Cre07.g354100	g8567
g9207	JG24_g11333	Mal24_g9602	Cre07.g353900	g8570
g9214	JG24_g11342	Mal24_g9608	Cre07.g353550	g8579
g9216	JG24_g11344	Mal24_g9611	Cre07.g353450	g8581
g9218	JG24_g11346	Mal24_g9613	Cre07.g353350	g8583
g9219	JG24_g11347	Mal24_g9614	Cre07.g353300	g8584
g9221	JG24_g11349	Mal24_g9615	Cre07.g353230	g8586
g7518	JG24_g11360	Mal24_g9626	Cre07.g352850	g8596
g7520	JG24_g11363	Mal24_g9628	Cre07.g352750	g8598
g7523	JG24_g11366	Mal24_g9631	Cre07.g352550	g8601
g7525	JG24_g11368	Mal24_g9634	Cre07.g352450	g8606
g7527	JG24_g11370	Mal24_g9636	Cre07.g352350	g8608
g7528	JG24_g11371	Mal24_g9637	Cre07.g352300	g8609
g7530	JG24_g11377	Mal24_g9641	Cre07.g352000	g8611
g7532	JG24_g11379	Mal24_g9645	Cre07.g351850	g8613
g7536	JG24_g11384	Mal24_g9648	Cre07.g351700	g8618
g7537	JG24_g11385	Mal24_g9649	Cre07.g351650	g8619
g7545	JG24_g11393	Mal24_g9656	Cre07.g351300	g8628
g7546	JG24_g11394	Mal24_g9657	Cre07.g351200	g8629
g7559	JG24_g11400	Mal24_g9663	Cre07.g350950	g8635
g7564	JG24_g11406	Mal24_g9668	Cre07.g350750	g8640
g7566	JG24_g11408	Mal24_g9670	Cre07.g350600	g8642
g7568	JG24_g11410	Mal24_g9671	Cre07.g350500	g8644
g7570	JG24_g11413	Mal24_g9673	Cre07.g350400	g8646
g7588	JG24_g11433	Mal24_g9694	Cre07.g349750	g8668
g7589	JG24_g11434	Mal24_g9695	Cre07.g349700	g8669
g7591	JG24_g11436	Mal24_g9697	Cre07.g349600	g8671
g7594	JG24_g11440	Mal24_g9701	Cre07.g349450	g8677
g7596	JG24_g11442	Mal24_g9703	Cre07.g349350	g8679
g7598	JG24_g11444	Mal24_g9705	Cre07.g349250	g8681
g7599	JG24_g11445	Mal24_g9706	Cre07.g349200	g8682
g7603	JG24_g11450	Mal24_g9711	Cre07.g349100	g8687
g7604	JG24_g11451	Mal24_g9712	Cre07.g349050	g8688
g7609	JG24_g11457	Mal24_g9719	Cre07.g348850	g8693
g7611	JG24_g11459	Mal24_g9722	Cre07.g348750	g8696
g7614	JG24_g11462	Mal24_g9725	Cre07.g348600	g8699
g7616	JG24_g11465	Mal24_g9728	Cre07.g348500	g8701
g7617	JG24_g11466	Mal24_g9729	Cre07.g348450	g8702
g7625	JG24_g11474	Mal24_g9736	Cre07.g348100	g8710
g7628	JG24_g11476	Mal24_g9737	Cre07.g348040	g8711
g9330	JG24_g11485	Mal24_g9745	Cre07.g347650	g233
g9336	JG24_g11492	Mal24_g9750	Cre07.g347350	g239
g9337	JG24_g11493	Mal24_g9751	Cre07.g347200	g240
g9338	JG24_g11494	Mal24_g9752	Cre07.g347150	g241
g9339	JG24_g11495	Mal24_g9753	Cre07.g347100	g242
g9340	JG24_g11496	Mal24_g9754	Cre07.g347050	g243
