CINC	CREN	CSCH	MALA	JG05
	Cre17.g737350			JG24_g10327
	Cre17.g737850			JG24_g10333
	Cre17.g738000			JG24_g10334
	Cre17.g738050			JG24_g10341
	Cre17.g738100			JG24_g10343
	Cre17.g738150			JG24_g7885
	Cre17.g738200			JG24_g7886
	Cre17.g738250			JG24_g7887
	Cre17.g738300			JG24_g7888
	Cre17.g738350			JG24_g7889
	Cre17.g738400			JG24_g7890
	Cre17.g738450			JG24_g7891
	Cre17.g738500			JG24_g7893
	Cre17.g738550			JG24_g7894
	Cre17.g738600			JG24_g7895
	Cre17.g738632			JG24_g7896
	Cre17.g738751			JG24_g7897
	Cre17.g738800			JG24_g7898
	Cre17.g738900			JG24_g7900
	Cre17.g738950			JG24_g7901
	Cre17.g739000			JG24_g7903
	Cre17.g739050			JG24_g7904
	Cre17.g739100			JG24_g7905
	Cre17.g739150			JG24_g7906
	Cre17.g739201			JG24_g7907
	Cre17.g739250			JG24_g7908
	Cre17.g739300			JG24_g7909
	Cre17.g739350			JG24_g7910
	Cre17.g739450			JG24_g7915
	Cre17.g739550			JG24_g7916
	Cre17.g739551			JG24_g7917
	Cre17.g739650			JG24_g7918
	Cre17.g739700			JG24_g7921
	Cre17.g739752			JG24_g7922
	Cre17.g739850			JG24_g7925
	Cre17.g739900			JG24_g7927
	Cre17.g740000			JG24_g7928
	Cre17.g740050			JG24_g7929
	Cre17.g740261			JG24_g7931
	Cre17.g740350			JG24_g7935
	Cre17.g740390			JG24_g7937
	Cre17.g740430			JG24_g7938
	Cre17.g740510			JG24_g7940
	Cre17.g740550			JG24_g7941
	Cre17.g740600			JG24_g7942
	Cre17.g740700			JG24_g7943
	Cre17.g740750			JG24_g7944
	Cre17.g740800			JG24_g7946
	Cre17.g740850			JG24_g7947
	Cre17.g740900			JG24_g13285
	Cre17.g740950			JG24_g7949
	Cre17.g741000			JG24_g7950
	Cre17.g741050			JG24_g7952
	Cre17.g741100			JG24_g7953
	Cre17.g741150			JG24_g7954
	Cre17.g741200			JG24_g7955
	Cre17.g741250			JG24_g7956
	Cre17.g741300			JG24_g7958
	Cre17.g741350			JG24_g7959
	Cre17.g741450			JG24_g7961
	Cre17.g741500			JG24_g7962
	Cre17.g741550			JG24_g7963
	Cre17.g741700			JG24_g7964
	Cre17.g741750			JG24_g7965
	Cre17.g741800			JG24_g7967
	Cre17.g741850			JG24_g7970
	Cre17.g741950			JG24_g7971
	Cre17.g742000			JG24_g7972
	Cre17.g742050			JG24_g7973
	Cre17.g742100			JG24_g7974
	Cre17.g742150			JG24_g7975
	Cre17.g742200			JG24_g7976
	Cre17.g742250			JG24_g7977
	Cre17.g742300			JG24_g7978
	Cre17.g742350			JG24_g7979
	Cre17.g742400			JG24_g7980
	Cre17.g742450			JG24_g7981
	Cre17.g742550			JG24_g7982
	Cre17.g742600			JG24_g7983
	Cre17.g742650			JG24_g7984
	Cre17.g742700			JG24_g7985
	Cre17.g742800			JG24_g14582
	Cre17.g743064			JG24_g5191
	Cre17.g743547			JG24_g7998
	Cre17.g743597			JG24_g7999
	Cre17.g743647			JG24_g8000
	Cre17.g743847			JG24_g8003
	Cre17.g743897			JG24_g8004
	Cre17.g743997			JG24_g8006
	Cre17.g744097			JG24_g8007
	Cre17.g744147			JG24_g8009
	Cre17.g744247			JG24_g8013
	Cre17.g744297			JG24_g8014
	Cre17.g744447			JG24_g8016
	Cre17.g744497			JG24_g8018
	Cre17.g744547			JG24_g8019
	Cre17.g744597			JG24_g8020
	Cre17.g744647			JG24_g8021
	Cre17.g744697			JG24_g980
	Cre17.g744797			JG24_g8022
	Cre17.g744847			JG24_g8023
	Cre17.g744897			JG24_g8025
	Cre17.g744947			JG24_g8024
	Cre17.g744997			JG24_g4174
	Cre17.g745097			JG24_g8027
	Cre17.g745147			JG24_g8029
	Cre17.g745397			JG24_g8031
	Cre17.g745447			JG24_g8032
	Cre17.g745497			JG24_g8033
	Cre17.g745547			JG24_g8034
	Cre17.g745597			JG24_g8035
	Cre17.g745647			JG24_g8036
	Cre17.g745697			JG24_g8037
	Cre17.g745747			JG24_g8038
	Cre17.g745947			JG24_g8039
	Cre17.g745997			JG24_g8040
	Cre17.g746047			JG24_g8042
	Cre17.g746097			JG24_g19257
	Cre17.g746147			JG24_g8044
	Cre17.g746247			JG24_g8045
	Cre17.g746347			JG24_g8048
	Cre17.g746397			JG24_g8049
	Cre17.g746547			JG24_g8050
	Cre17.g746597			JG24_g8051
	Cre17.g746647			JG24_g8052
	Cre17.g746697			JG24_g8053
	Cre17.g746897			JG24_g8054
	Cre17.g746997			JG24_g8057
	Cre17.g747147			JG24_g8058
	Cre17.g747197			JG24_g8059
	Cre17.g747247			JG24_g8060
	Cre17.g747297			JG24_g8061
	Cre17.g747347			JG24_g8062
	Cre17.g747397			JG24_g8063
	Cre17.g747447			JG24_g8064
	Cre17.g747497			JG24_g8065
	Cre17.g747547			JG24_g8066
	Cre17.g747597			JG24_g8067
	Cre17.g747647			JG24_g8068
	Cre17.g747697			JG24_g8069
	Cre17.g747747			JG24_g8070
	Cre17.g747797			JG24_g8071
	Cre17.g747847			JG24_g8072
	Cre17.g747897			JG24_g8073
	Cre17.g802019			JG24_g6561
	Cre17.g802021			JG24_g14448
	Cre17.g802022			JG24_g14427
	Cre17.g802023			JG24_g5480
	Cre17.g802026			JG24_g8277
	Cre17.g802036			JG24_g8182
	Cre17.g802041			JG24_g8120
	Cre17.g802046			JG24_g4696
	Cre17.g802055			JG24_g8362
	Cre17.g802060			JG24_g4888
	Cre17.g802065			JG24_g14342
	Cre17.g802067			JG24_g4981
	Cre17.g802068			JG24_g4982
	Cre17.g802069			JG24_g4998
	Cre17.g802070			JG24_g5014
	Cre17.g802075			JG24_g10132
	Cre17.g802076			JG24_g10137
	Cre17.g802092			JG24_g10209
	Cre17.g802095			JG24_g10215
	Cre17.g802096			JG24_g10222
	Cre17.g802100			JG24_g10258
	Cre17.g802101			JG24_g10260
	Cre17.g802108			JG24_g10328
	Cre17.g802111			JG24_g10329
	Cre17.g802116			JG24_g2763
	Cre17.g802119			JG24_g7914
	Cre17.g802121			JG24_g7939
	Cre17.g802123			JG24_g7960
	Cre17.g802145			JG24_g8002
	Cre17.g802152			JG24_g17003
	Cre09.g386113			JG24_g7548
	Cre09.g386131			JG24_g7556
	Cre09.g386137			JG24_g7558
	Cre09.g386200			JG24_g7561
	Cre09.g386250			JG24_g7562
	Cre09.g386350			JG24_g7564
	Cre09.g386400			JG24_g7563
	Cre09.g386450			JG24_g7541
	Cre09.g386550			JG24_g7570
	Cre09.g386600			JG24_g3176
	Cre09.g386650			JG24_g7569
	Cre09.g386700			JG24_g7568
	Cre09.g386731			JG24_g7566
	Cre09.g386732			JG24_g7565
	Cre09.g386734			JG24_g7574
	Cre09.g386735			JG24_g7573
	Cre09.g386736			JG24_g7572
	Cre09.g386737			JG24_g7575
	Cre09.g386743			JG24_g7551
	Cre09.g386744			JG24_g7577
	Cre09.g386746			JG24_g7579
	Cre09.g386750			JG24_g7580
	Cre09.g386753			JG24_g7578
	Cre09.g386756			JG24_g7576
	Cre09.g386758			JG24_g7581
	Cre09.g386759			JG24_g7586
	Cre09.g390200			JG24_g17045
	Cre09.g390250			JG24_g17044
	Cre09.g390300			JG24_g17043
	Cre09.g390350			JG24_g17042
	Cre09.g390400			JG24_g17041
	Cre09.g390450			JG24_g17040
	Cre09.g390678			JG24_g17033
	Cre09.g390700			JG24_g17030
	Cre09.g390750			JG24_g17029
	Cre09.g390800			JG24_g17028
	Cre09.g390850			JG24_g17026
	Cre09.g390900			JG24_g17025
	Cre09.g390957			JG24_g17022
	Cre09.g391000			JG24_g17021
	Cre09.g391050			JG24_g17020
	Cre09.g391100			JG24_g17018
	Cre09.g391150			JG24_g17016
	Cre09.g391353			JG24_g17015
	Cre09.g391400			JG24_g17013
	Cre09.g391450			JG24_g17012
	Cre09.g391500			JG24_g17011
	Cre09.g391650			JG24_g17009
	Cre09.g391700			JG24_g17008
	Cre09.g391753			JG24_g17007
	Cre09.g391900			JG24_g17005
	Cre09.g391901			JG24_g17006
	Cre09.g392250			JG24_g14241
	Cre09.g392251			JG24_g14242
	Cre09.g392300			JG24_g14240
	Cre09.g392350			JG24_g14239
	Cre09.g392400			JG24_g14236
	Cre09.g392500			JG24_g14234
	Cre09.g392650			JG24_g14231
	Cre09.g392652			JG24_g14232
	Cre09.g392653			JG24_g14233
	Cre09.g392700			JG24_g14230
	Cre09.g392750			JG24_g14229
	Cre09.g392800			JG24_g14228
	Cre09.g392850			JG24_g16953
	Cre09.g392900			JG24_g16954
	Cre09.g392950			JG24_g16955
	Cre09.g393000			JG24_g16956
	Cre09.g393050			JG24_g16957
	Cre09.g393100			JG24_g16958
	Cre09.g393150			JG24_g16959
	Cre09.g393200			JG24_g16960
	Cre09.g393250			JG24_g16961
	Cre09.g393284			JG24_g17047
	Cre09.g393300			JG24_g16962
	Cre09.g393321			JG24_g17048
	Cre09.g393350			JG24_g16963
	Cre09.g393358			JG24_g17049
	Cre09.g393395			JG24_g17050
	Cre09.g393400			JG24_g16964
	Cre09.g393432			JG24_g17051
	Cre09.g393450			JG24_g16965
	Cre09.g393469			JG24_g17052
	Cre09.g393506			JG24_g17053
	Cre09.g393543			JG24_g17054
	Cre09.g393550			JG24_g16967
	Cre09.g393551			JG24_g16966
	Cre09.g393600			JG24_g16968
	Cre09.g393650			JG24_g16969
	Cre09.g393654			JG24_g17058
	Cre09.g393691			JG24_g17060
	Cre09.g393700			JG24_g16971
	Cre09.g393728			JG24_g17061
	Cre09.g393750			JG24_g16973
	Cre09.g393765			JG24_g17062
	Cre09.g393800			JG24_g16974
	Cre09.g393802			JG24_g17063
	Cre09.g393850			JG24_g16975
	Cre09.g393876			JG24_g17064
	Cre09.g393900			JG24_g16979
	Cre09.g393913			JG24_g17065
	Cre09.g393950			JG24_g16980
	Cre09.g393954			JG24_g17066
	Cre09.g393991			JG24_g17067
	Cre09.g394000			JG24_g16982
	Cre09.g394050			JG24_g16983
	Cre09.g394065			JG24_g17069
	Cre09.g394100			JG24_g16984
	Cre09.g394102			JG24_g17070
	Cre09.g394139			JG24_g17071
	Cre09.g394150			JG24_g16985
	Cre09.g394200			JG24_g16986
	Cre09.g394213			JG24_g17074
	Cre09.g394250			JG24_g16987
	Cre09.g394251			JG24_g17075
	Cre09.g394288			JG24_g17076
	Cre09.g394325			JG24_g17077
	Cre09.g394350			JG24_g16990
	Cre09.g394362			JG24_g17078
	Cre09.g394399			JG24_g17079
	Cre09.g394400			JG24_g16992
	Cre09.g394436			JG24_g17081
	Cre09.g394450			JG24_g16993
	Cre09.g394473			JG24_g17082
	Cre09.g394510			JG24_g17083
	Cre09.g394547			JG24_g17084
	Cre09.g394550			JG24_g16995
	Cre09.g394584			JG24_g17085
	Cre09.g394621			JG24_g17087
	Cre09.g394658			JG24_g17092
	Cre09.g394695			JG24_g17093
	Cre09.g394700			JG24_g16998
	Cre09.g394732			JG24_g17094
	Cre09.g394750			JG24_g16999
	Cre09.g394769			JG24_g17095
	Cre09.g394800			JG24_g17000
	Cre09.g394806			JG24_g17096
	Cre09.g394843			JG24_g17097
	Cre09.g394850			JG24_g17001
	Cre09.g394880			JG24_g17098
	Cre09.g394900			JG24_g17002
	Cre09.g394917			JG24_g17099
	Cre09.g394954			JG24_g17100
	Cre09.g394991			JG24_g17101
	Cre09.g395000			JG24_g14248
	Cre09.g395028			JG24_g17104
	Cre09.g395100			JG24_g14250
	Cre09.g395139			JG24_g17107
	Cre09.g395150			JG24_g14251
	Cre09.g395200			JG24_g14252
	Cre09.g395213			JG24_g17110
	Cre09.g395250			JG24_g14253
	Cre09.g395251			JG24_g17111
	Cre09.g395288			JG24_g17113
	Cre09.g395300			JG24_g14257
	Cre09.g395325			JG24_g17114
	Cre09.g395350			JG24_g14258
	Cre09.g395362			JG24_g17115
	Cre09.g395400			JG24_g14259
	Cre09.g395436			JG24_g17119
	Cre09.g395450			JG24_g14261
	Cre09.g395473			JG24_g17120
	Cre09.g395500			JG24_g14262
	Cre09.g395547			JG24_g17123
	Cre09.g395550			JG24_g14269
	Cre09.g395584			JG24_g17124
	Cre09.g395600			JG24_g14270
	Cre09.g395621			JG24_g17126
	Cre09.g395650			JG24_g14271
	Cre09.g395658			JG24_g17127
	Cre09.g395695			JG24_g17128
	Cre09.g395700			JG24_g14272
	Cre09.g395732			JG24_g17129
	Cre09.g395750			JG24_g14274
	Cre09.g395769			JG24_g17130
	Cre09.g395800			JG24_g14275
	Cre09.g395806			JG24_g17131
	Cre09.g395843			JG24_g17132
	Cre09.g395850			JG24_g14276
	Cre09.g395880			JG24_g17133
	Cre09.g395900			JG24_g14277
	Cre09.g395917			JG24_g17134
	Cre09.g395925			JG24_g7604
	Cre09.g395950			JG24_g14278
	Cre09.g395954			JG24_g7685
	Cre09.g396000			JG24_g14279
	Cre09.g396028			JG24_g17147
	Cre09.g396050			JG24_g14280
	Cre09.g396065			JG24_g17149
	Cre09.g396100			JG24_g14281
	Cre09.g396102			JG24_g17150
	Cre09.g396139			JG24_g17151
	Cre09.g396150			JG24_g14282
	Cre09.g396200			JG24_g14283
	Cre09.g396213			JG24_g17152
	Cre09.g396250			JG24_g14284
	Cre09.g396252			JG24_g17153
	Cre09.g396289			JG24_g17154
	Cre09.g396300			JG24_g14285
	Cre09.g396326			JG24_g17155
	Cre09.g396350			JG24_g14286
	Cre09.g396363			JG24_g17156
	Cre09.g396400			JG24_g14287
	Cre09.g396401			JG24_g17157
	Cre09.g396438			JG24_g17159
	Cre09.g396450			JG24_g14288
	Cre09.g396451			JG24_g14290
	Cre09.g396475			JG24_g17160
	Cre09.g396500			JG24_g14291
	Cre09.g396512			JG24_g17162
	Cre09.g396549			JG24_g17163
	Cre09.g396550			JG24_g14293
	Cre09.g396587			JG24_g17165
	Cre09.g396600			JG24_g14297
	Cre09.g396624			JG24_g17166
	Cre09.g396650			JG24_g14299
	Cre09.g396661			JG24_g17167
	Cre09.g396698			JG24_g17168
	Cre09.g396700			JG24_g14300
	Cre09.g396735			JG24_g17170
	Cre09.g396750			JG24_g14301
	Cre09.g396772			JG24_g17171
	Cre09.g396800			JG24_g14302
	Cre09.g396809			JG24_g17172
	Cre09.g396846			JG24_g17174
	Cre09.g396850			JG24_g14303
	Cre09.g396900			JG24_g14304
	Cre09.g396920			JG24_g17177
	Cre09.g396950			JG24_g14305
	Cre09.g396957			JG24_g17178
	Cre09.g397031			JG24_g17180
	Cre09.g397105			JG24_g17189
	Cre09.g397142			JG24_g17188
	Cre09.g397179			JG24_g17187
	Cre09.g397200			JG24_g14309
	Cre09.g397216			JG24_g17186
	Cre09.g397250			JG24_g7878
	Cre09.g397253			JG24_g17185
	Cre09.g397300			JG24_g7877
	Cre09.g397327			JG24_g17184
	Cre09.g397350			JG24_g7876
	Cre09.g397400			JG24_g7875
	Cre09.g397438			JG24_g17192
	Cre09.g397450			JG24_g7873
	Cre09.g397475			JG24_g17194
	Cre09.g397512			JG24_g17195
	Cre09.g397549			JG24_g17196
	Cre09.g397550			JG24_g7872
	Cre09.g397586			JG24_g17197
	Cre09.g397623			JG24_g17198
	Cre09.g397660			JG24_g17238
	Cre09.g397697			JG24_g17237
	Cre09.g397700			JG24_g7870
	Cre09.g397702			JG24_g7871
	Cre09.g397734			JG24_g17236
	Cre09.g397771			JG24_g17235
	Cre09.g397800			JG24_g7868
	Cre09.g397803			JG24_g7869
	Cre09.g397808			JG24_g17229
	Cre09.g397850			JG24_g7867
	Cre09.g397900			JG24_g7866
	Cre09.g397950			JG24_g7865
	Cre09.g397956			JG24_g17228
	Cre09.g397993			JG24_g17227
	Cre09.g398030			JG24_g17226
	Cre09.g398050			JG24_g7863
	Cre09.g398051			JG24_g7864
	Cre09.g398067			JG24_g17222
	Cre09.g398102			JG24_g17221
	Cre09.g398104			JG24_g17220
	Cre09.g398150			JG24_g7859
	Cre09.g398200			JG24_g7858
	Cre09.g398215			JG24_g17219
	Cre09.g398250			JG24_g7854
	Cre09.g398252			JG24_g17218
	Cre09.g398289			JG24_g17217
	Cre09.g398300			JG24_g7853
	Cre09.g398350			JG24_g7852
	Cre09.g398400			JG24_g7851
	Cre09.g398650			JG24_g7842
	Cre09.g398700			JG24_g7836
	Cre09.g398750			JG24_g7835
	Cre09.g398808			JG24_g17215
	Cre09.g398845			JG24_g17214
	Cre09.g398850			JG24_g7834
	Cre09.g398882			JG24_g17213
	Cre09.g398900			JG24_g7833
	Cre09.g398919			JG24_g17212
	Cre09.g398956			JG24_g17211
	Cre09.g398993			JG24_g17210
	Cre09.g399000			JG24_g7827
	Cre09.g399030			JG24_g17209
	Cre09.g399067			JG24_g17207
	Cre09.g399073			JG24_g7830
	Cre09.g399104			JG24_g5789
	Cre09.g399141			JG24_g17204
	Cre09.g399178			JG24_g17201
	Cre09.g399215			JG24_g17200
	Cre09.g399250			JG24_g7826
	Cre09.g399252			JG24_g17199
	Cre09.g399289			JG24_g17239
	Cre09.g399300			JG24_g7825
	Cre09.g399326			JG24_g17240
	Cre09.g399400			JG24_g7677
	Cre09.g399402			JG24_g17241
	Cre09.g399439			JG24_g17242
	Cre09.g399450			JG24_g7823
	Cre09.g399476			JG24_g17243
	Cre09.g399513			JG24_g17244
	Cre09.g399550			JG24_g7820
	Cre09.g399552			JG24_g17246
	Cre09.g399589			JG24_g17247
	Cre09.g399626			JG24_g17248
	Cre09.g399650			JG24_g16051
	Cre09.g399663			JG24_g17249
	Cre09.g399701			JG24_g17250
	Cre09.g399738			JG24_g17251
	Cre09.g399900			JG24_g7701
	Cre09.g399907			JG24_g7700
	Cre09.g399908			JG24_g7699
	Cre09.g399910			JG24_g7696
	Cre09.g399911			JG24_g7694
	Cre09.g399912			JG24_g7693
	Cre09.g399914			JG24_g7819
	Cre09.g399950			JG24_g7702
	Cre09.g400000			JG24_g7703
	Cre09.g400050			JG24_g7704
	Cre09.g400100			JG24_g7705
	Cre09.g400150			JG24_g7706
	Cre09.g400219			JG24_g12617
	Cre09.g400293			JG24_g12618
	Cre09.g400312			JG24_g7709
	Cre09.g400330			JG24_g12619
	Cre09.g400367			JG24_g12621
	Cre09.g400400			JG24_g7710
	Cre09.g400404			JG24_g12622
	Cre09.g400441			JG24_g12623
	Cre09.g400450			JG24_g7711
	Cre09.g400478			JG24_g12624
	Cre09.g400500			JG24_g7712
	Cre09.g400516			JG24_g12644
	Cre09.g400550			JG24_g7713
	Cre09.g400553			JG24_g12643
	Cre09.g400590			JG24_g12641
	Cre09.g400627			JG24_g12640
	Cre09.g400650			JG24_g7715
	Cre09.g400738			JG24_g12639
	Cre09.g400750			JG24_g7716
	Cre09.g400775			JG24_g12638
	Cre09.g400800			JG24_g7719
	Cre09.g400812			JG24_g12637
	Cre09.g400850			JG24_g7721
	Cre09.g400851			JG24_g7720
	Cre09.g400886			JG24_g12636
	Cre09.g400923			JG24_g12635
	Cre09.g400950			JG24_g7722
	Cre09.g400960			JG24_g12634
	Cre09.g400997			JG24_g12633
	Cre09.g401000			JG24_g7724
	Cre09.g401022			JG24_g7725
	Cre09.g401050			JG24_g7726
	Cre09.g401071			JG24_g12751
	Cre09.g401100			JG24_g7729
	Cre09.g401108			JG24_g12632
	Cre09.g401145			JG24_g12631
	Cre09.g401150			JG24_g7731
	Cre09.g401182			JG24_g12630
	Cre09.g401256			JG24_g12629
	Cre09.g401293			JG24_g12628
	Cre09.g401300			JG24_g7732
	Cre09.g401330			JG24_g12627
	Cre09.g401350			JG24_g7733
	Cre09.g401367			JG24_g12625
	Cre09.g401400			JG24_g7736
	Cre09.g401450			JG24_g7737
	Cre09.g401478			JG24_g12655
	Cre09.g401515			JG24_g12656
	Cre09.g401550			JG24_g7740
	Cre09.g401589			JG24_g12647
	Cre09.g401600			JG24_g7741
	Cre09.g401650			JG24_g7742
	Cre09.g401663			JG24_g12657
	Cre09.g401700			JG24_g7744
	Cre09.g401701			JG24_g12658
	Cre09.g401738			JG24_g12659
	Cre09.g401750			JG24_g7746
	Cre09.g401812			JG24_g12660
	Cre09.g401850			JG24_g7749
	Cre09.g401886			JG24_g12662
	Cre09.g401900			JG24_g7752
	Cre09.g401923			JG24_g12663
	Cre09.g401950			JG24_g7754
	Cre09.g401960			JG24_g12664
	Cre09.g401997			JG24_g12665
	Cre09.g402034			JG24_g12666
	Cre09.g402050			JG24_g7758
	Cre09.g402051			JG24_g7756
	Cre09.g402100			JG24_g7759
	Cre09.g402108			JG24_g12668
	Cre09.g402145			JG24_g12670
	Cre09.g402182			JG24_g12671
	Cre09.g402256			JG24_g12673
	Cre09.g402300			JG24_g7761
	Cre09.g402330			JG24_g12674
	Cre09.g402350			JG24_g7762
	Cre09.g402367			JG24_g12675
	Cre09.g402400			JG24_g7766
	Cre09.g402404			JG24_g12676
	Cre09.g402441			JG24_g12677
	Cre09.g402450			JG24_g7767
	Cre09.g402478			JG24_g12679
	Cre09.g402500			JG24_g7768
	Cre09.g402515			JG24_g12680
	Cre09.g402552			JG24_g12682
	Cre09.g402589			JG24_g12681
	Cre09.g402600			JG24_g7772
	Cre09.g402602			JG24_g7769
	Cre09.g402650			JG24_g7773
	Cre09.g402700			JG24_g7774
	Cre09.g402750			JG24_g7778
	Cre09.g402775			JG24_g12684
	Cre09.g402800			JG24_g7779
	Cre09.g402812			JG24_g12685
	Cre09.g402849			JG24_g12686
	Cre09.g402900			JG24_g7780
	Cre09.g402923			JG24_g12687
	Cre09.g402950			JG24_g7781
	Cre09.g402997			JG24_g12689
	Cre09.g403034			JG24_g12690
	Cre09.g403050			JG24_g7782
	Cre09.g403108			JG24_g12696
	Cre09.g403145			JG24_g12701
	Cre09.g403150			JG24_g7784
	Cre09.g403151			JG24_g7783
	Cre09.g403182			JG24_g12702
	Cre09.g403200			JG24_g7785
	Cre09.g403219			JG24_g12703
	Cre09.g403250			JG24_g7789
	Cre09.g403256			JG24_g12704
	Cre09.g403293			JG24_g12705
	Cre09.g403300			JG24_g7792
	Cre09.g403350			JG24_g7793
	Cre09.g403500			JG24_g7794
	Cre09.g403550			JG24_g7795
	Cre09.g403600			JG24_g7796
	Cre09.g403650			JG24_g7799
	Cre09.g403750			JG24_g7800
	Cre09.g403800			JG24_g7801
	Cre09.g404000			JG24_g7805
	Cre09.g404050			JG24_g7807
	Cre09.g404100			JG24_g7808
	Cre09.g404200			JG24_g7810
	Cre09.g404201			JG24_g7809
	Cre09.g404250			JG24_g7811
	Cre09.g404350			JG24_g7813
	Cre09.g404351			JG24_g7812
	Cre09.g404400			JG24_g7815
	Cre09.g404450			JG24_g7816
	Cre09.g404500			JG24_g7688
	Cre09.g404550			JG24_g7687
	Cre09.g404650			JG24_g7686
	Cre09.g404750			JG24_g7676
	Cre09.g404850			JG24_g7129
	Cre09.g404900			JG24_g7664
	Cre09.g404950			JG24_g13691
	Cre09.g405050			JG24_g7660
	Cre09.g405150			JG24_g12707
	Cre09.g405200			JG24_g12708
	Cre09.g405250			JG24_g12709
	Cre09.g405300			JG24_g12710
	Cre09.g405350			JG24_g12711
	Cre09.g405400			JG24_g12712
	Cre09.g405450			JG24_g12713
	Cre09.g405500			JG24_g12714
	Cre09.g405550			JG24_g12716
	Cre09.g405600			JG24_g12717
	Cre09.g405650			JG24_g12718
	Cre09.g405701			JG24_g12719
	Cre09.g405750			JG24_g12720
	Cre09.g405800			JG24_g12723
	Cre09.g405850			JG24_g12724
	Cre09.g405900			JG24_g12725
	Cre09.g405950			JG24_g12726
	Cre09.g406000			JG24_g12728
	Cre09.g406050			JG24_g12729
	Cre09.g406150			JG24_g12731
	Cre09.g406200			JG24_g12732
	Cre09.g406300			JG24_g12733
	Cre09.g406350			JG24_g12734
	Cre09.g406400			JG24_g12735
	Cre09.g406416			JG24_g12736
	Cre09.g406500			JG24_g12740
	Cre09.g406550			JG24_g12741
	Cre09.g406600			JG24_g12742
	Cre09.g406650			JG24_g12743
	Cre09.g406700			JG24_g12744
	Cre09.g406800			JG24_g12750
	Cre09.g406851			JG24_g12752
	Cre09.g406900			JG24_g12753
	Cre09.g406950			JG24_g12754
	Cre09.g407050			JG24_g12756
	Cre09.g407100			JG24_g12757
	Cre09.g407110			JG24_g12758
	Cre09.g407150			JG24_g12760
	Cre09.g407200			JG24_g12761
	Cre09.g407250			JG24_g12762
	Cre09.g407300			JG24_g12764
	Cre09.g407350			JG24_g12765
	Cre09.g407450			JG24_g12766
	Cre09.g407501			JG24_g12768
	Cre09.g407550			JG24_g12769
	Cre09.g407600			JG24_g12770
	Cre09.g407650			JG24_g12771
	Cre09.g407700			JG24_g12772
	Cre09.g407750			JG24_g12773
	Cre09.g407801			JG24_g12774
	Cre09.g407850			JG24_g12775
	Cre09.g407900			JG24_g12776
	Cre09.g407950			JG24_g12777
	Cre09.g408000			JG24_g12778
	Cre09.g408051			JG24_g12780
	Cre09.g408100			JG24_g12782
	Cre09.g408150			JG24_g12783
	Cre09.g408200			JG24_g12784
	Cre09.g408250			JG24_g12785
	Cre09.g408300			JG24_g12786
	Cre09.g408428			JG24_g12787
	Cre09.g408464			JG24_g12788
	Cre09.g408500			JG24_g12790
	Cre09.g408550			JG24_g12789
	Cre09.g408650			JG24_g12791
	Cre09.g408700			JG24_g12797
	Cre09.g408750			JG24_g12798
	Cre09.g408800			JG24_g12800
	Cre09.g408851			JG24_g12801
	Cre09.g408900			JG24_g12802
	Cre09.g409000			JG24_g12814
	Cre09.g409050			JG24_g12804
	Cre09.g409100			JG24_g12805
	Cre09.g409150			JG24_g12807
	Cre09.g409200			JG24_g12808
	Cre09.g409250			JG24_g12809
	Cre09.g409300			JG24_g12810
	Cre09.g409350			JG24_g12812
	Cre09.g409500			JG24_g12815
	Cre09.g409550			JG24_g12816
	Cre09.g409600			JG24_g12817
	Cre09.g409650			JG24_g12818
	Cre09.g409700			JG24_g12819
	Cre09.g409750			JG24_g12822
	Cre09.g409801			JG24_g12823
	Cre09.g409850			JG24_g12824
	Cre09.g409951			JG24_g12826
	Cre09.g410000			JG24_g12827
	Cre09.g410050			JG24_g12828
	Cre09.g410100			JG24_g12829
	Cre09.g410200			JG24_g12830
	Cre09.g410300			JG24_g12833
	Cre09.g410350			JG24_g12834
	Cre09.g410450			JG24_g12836
	Cre09.g410500			JG24_g12837
	Cre09.g410600			JG24_g12839
	Cre09.g410650			JG24_g12838
	Cre09.g410700			JG24_g12841
	Cre09.g410750			JG24_g12842
	Cre09.g410800			JG24_g12843
	Cre09.g410850			JG24_g12844
	Cre09.g410900			JG24_g12845
	Cre09.g410950			JG24_g12846
	Cre09.g411100			JG24_g12849
	Cre09.g411150			JG24_g12850
	Cre09.g411200			JG24_g12851
	Cre09.g411250			JG24_g12852
	Cre09.g411300			JG24_g12853
	Cre09.g411350			JG24_g12854
	Cre09.g411400			JG24_g12857
	Cre09.g411450			JG24_g12858
	Cre09.g411500			JG24_g12859
	Cre09.g411525			JG24_g12860
	Cre09.g411600			JG24_g12861
	Cre09.g411633			JG24_g12862
	Cre09.g411700			JG24_g12863
	Cre09.g411751			JG24_g12864
	Cre09.g411850			JG24_g12866
	Cre09.g411900			JG24_g12867
	Cre09.g411950			JG24_g12870
	Cre09.g412000			JG24_g12868
	Cre09.g412050			JG24_g12871
	Cre09.g412100			JG24_g12872
	Cre09.g412150			JG24_g12873
	Cre09.g412175			JG24_g12876
	Cre09.g412201			JG24_g12877
	Cre09.g412250			JG24_g12879
	Cre09.g412300			JG24_g12880
	Cre09.g412350			JG24_g12882
	Cre09.g412400			JG24_g3754
	Cre09.g412450			JG24_g12887
	Cre09.g412600			JG24_g12892
	Cre09.g412700			JG24_g12903
	Cre09.g412750			JG24_g12904
	Cre09.g412803			JG24_g12908
	Cre09.g412850			JG24_g12910
