	CREN	CINC	CSCH	JG05	MALA
6875	Cre07.g341300	g10392	g9426	JG24_g11599	Mal24_g9859
6876	Cre07.g341350	g10393	g9427		Mal24_g9860
6877	Cre07.g341550	g10396	g9429	JG24_g11604	Mal24_g9865
6878	Cre07.g341551			JG24_g6025	
6879	Cre07.g341600	g10397	g9430	JG24_g11605	Mal24_g9866
6880	Cre07.g341650	g10398	g9431	JG24_g11606	Mal24_g9867
6881	Cre07.g341700	g10399	g9432	JG24_g11607	Mal24_g9868
6882	Cre07.g341800	g10405	g9435	JG24_g11612	Mal24_g9873
6883	Cre07.g341850	g10406	g9436	JG24_g11613	Mal24_g9874
6884	Cre07.g341900			JG24_g11622	
6885	Cre07.g341950	g10408			
6886	Cre07.g341952	g10382	g9420	JG24_g11591	Mal24_g9849
6887	Cre07.g342000	g10409		JG24_g11625	Mal24_g9881
6888	Cre07.g342050	g10411	g9441	JG24_g11628	Mal24_g9883
6889	Cre07.g342100	g10412	g9442	JG24_g11629	Mal24_g9884
6890	Cre07.g342150	g10413	g9443	JG24_g11630	Mal24_g9885
6891	Cre07.g342200	g10414	g9444	JG24_g11631	Mal24_g9886
6892	Cre07.g342250	g10415	g9445	JG24_g11632	Mal24_g9887
6893	Cre07.g342350	g10416	g9447	JG24_g11634	Mal24_g9889
6894	Cre07.g342352		g9446	JG24_g11633	Mal24_g9888
6895	Cre07.g342400				Mal24_g16906
6896	Cre07.g342450	g10417	g9448	JG24_g11635	Mal24_g9890
6897	Cre07.g342550	g10421	g9450	JG24_g11638	Mal24_g9892
6898	Cre07.g342552	g10420		JG24_g11636	Mal24_g9891
6899	Cre07.g342700				Mal24_g11672
6900	Cre07.g342750		g9452	JG24_g11640	Mal24_g9894
6901	Cre07.g342800	g10424	g9453	JG24_g11641	Mal24_g9897
6902	Cre07.g342850	g10425	g9454	JG24_g11642	Mal24_g9898
6903	Cre07.g342920		g9456		Mal24_g9901
6904	Cre07.g342950	g10429	g9457	JG24_g11644	Mal24_g9902
6905	Cre07.g343050	g10381	g9419	JG24_g11589	Mal24_g9848
6906	Cre07.g343101	g10380	g9418	JG24_g11588	Mal24_g9847
6907	Cre07.g343150	g10378	g9416	JG24_g11586	Mal24_g9840
6908	Cre07.g343200	g10377	g9415	JG24_g11585	Mal24_g9839
6909	Cre07.g343400	g10373	g9413	JG24_g11583	Mal24_g9837
6910	Cre07.g343626		g13797		Mal24_g4580
6911	Cre07.g343700	g10372	g9412	JG24_g11582	Mal24_g9836
6912	Cre07.g343750	g10371		JG24_g11578	
6913	Cre07.g343800	g10370	g9409	JG24_g11576	Mal24_g9830
6914	Cre07.g343850	g10369	g9408	JG24_g11575	Mal24_g9829
6915	Cre07.g343900	g10368	g9407	JG24_g11574	
6916	Cre07.g343933				Mal24_g17566
6917	Cre07.g344000	g10366	g9405	JG24_g11572	
6918	Cre07.g344050	g10365	g9404	JG24_g11571	Mal24_g9825
6919	Cre07.g344150	g10363	g9402	JG24_g11569	Mal24_g9823
6920	Cre07.g344200	g10362	g9401	JG24_g11568	Mal24_g9822
6921	Cre07.g344250			JG24_g11567	
6922	Cre07.g344260		g6291	JG24_g11562	Mal24_g11022
6923	Cre07.g344300	g10359	g9399	JG24_g11566	Mal24_g9818
6924	Cre07.g344350	g10357	g9398	JG24_g11561	Mal24_g9817
6925	Cre07.g344400	g10356	g9397	JG24_g11560	Mal24_g9816
6926	Cre07.g344450	g10355	g817	JG24_g11559	Mal24_g9815
6927	Cre07.g344450	g10355	g9396	JG24_g11559	Mal24_g9815
6928	Cre07.g344500			JG24_g4274	
6929	Cre07.g344550	g10353	g9395	JG24_g11557	Mal24_g9814
6930	Cre07.g344600	g10352	g9394	JG24_g11556	Mal24_g9813
6931	Cre07.g344634		g9393		Mal24_g9812
6932	Cre07.g344771	g10426			
6933	Cre07.g344850	g10347	g9390	JG24_g11551	Mal24_g9808
6934	Cre07.g344900	g10346			Mal24_g9807
6935	Cre07.g344950	g10345	g9388	JG24_g11549	Mal24_g9806
6936	Cre07.g345000	g7354	g9386	JG24_g11548	
6937	Cre07.g345000	g10344	g9386	JG24_g11548	
6938	Cre07.g345001			JG24_g11547	Mal24_g15321
6939	Cre07.g345031	g10343	g9384	JG24_g11546	
6940	Cre07.g345050	g10342	g9383	JG24_g11545	Mal24_g9800
6941	Cre07.g345150	g10341	g9382	JG24_g11540	Mal24_g9798
6942	Cre07.g345200	g10340	g9381	JG24_g11539	Mal24_g9797
6943	Cre07.g345300	g10338	g9380	JG24_g11538	Mal24_g9796
6944	Cre07.g345350	g10337	g9379	JG24_g11537	Mal24_g9795
6945	Cre07.g345400	g10336		JG24_g11535	Mal24_g9793
6946	Cre07.g345450	g10335	g9377	JG24_g11534	
6947	Cre07.g345500		g9376	JG24_g11533	Mal24_g9791
6948	Cre07.g345550		g5962		
6949	Cre07.g345600			JG24_g11532	Mal24_g9790
6950	Cre07.g345700	g10332	g9373	JG24_g11529	Mal24_g9788
6951	Cre07.g345750		g9372		
6952	Cre07.g345800	g10329		JG24_g11527	Mal24_g9786
6953	Cre07.g345850				Mal24_g9785
6954	Cre07.g345900	g10327			Mal24_g9784
6955	Cre07.g345950	g10326	g9368	JG24_g11524	Mal24_g9783
6956	Cre07.g346000	g10325	g9367	JG24_g11523	Mal24_g9782
6957	Cre07.g346050	g10324	g9366	JG24_g11522	Mal24_g9781
6958	Cre07.g346100	g10323	g9365		Mal24_g9780
6959	Cre07.g346150	g10321	g9364		Mal24_g9779
6960	Cre07.g346250	g10317	g9362	JG24_g11518	Mal24_g9777
6961	Cre07.g346317	g10316	g9359	JG24_g11517	Mal24_g9776
6962	Cre07.g346350	g10313	g9358	JG24_g11516	Mal24_g9775
6963	Cre07.g346400	g10312	g9357	JG24_g11515	Mal24_g9774
6964	Cre07.g346418	g10311	g9356	JG24_g11514	Mal24_g9773
6965	Cre07.g346450	g10310	g9355	JG24_g11513	Mal24_g9772
6966	Cre07.g346500	g10309	g9354		Mal24_g9771
6967	Cre07.g346550	g10307	g9351	JG24_g11511	Mal24_g9765
6968	Cre07.g346550	g10307	g9351	JG24_g11511	Mal24_g9769
6969	Cre07.g346550	g10307	g9352	JG24_g11511	Mal24_g9765
6970	Cre07.g346550	g10307	g9352	JG24_g11511	Mal24_g9769
6971	Cre07.g346550	g10308	g9351	JG24_g11511	Mal24_g9765
6972	Cre07.g346550	g10308	g9351	JG24_g11511	Mal24_g9769
6973	Cre07.g346550	g10308	g9352	JG24_g11511	Mal24_g9765
6974	Cre07.g346550	g10308	g9352	JG24_g11511	Mal24_g9769
6975	Cre07.g346600	g10305	g9350	JG24_g11507	Mal24_g9763
6976	Cre07.g346650	g10304	g9349	JG24_g11506	Mal24_g9762
6977	Cre07.g346672	g10303	g9348		Mal24_g9761
6978	Cre07.g346750	g10301	g9344	JG24_g11503	Mal24_g9758
6979	Cre07.g346800	g10300	g9343	JG24_g11502	Mal24_g9757
6980	Cre07.g346950	g245	g9342	JG24_g11501	Mal24_g9759
6981	Cre07.g347000	g244	g9341	JG24_g11497	Mal24_g9755
6982	Cre07.g347050	g243	g9340	JG24_g11496	Mal24_g9754
6983	Cre07.g347100	g242	g9339	JG24_g11495	Mal24_g9753
6984	Cre07.g347150	g241	g9338	JG24_g11494	Mal24_g9752
6985	Cre07.g347200	g240	g9337	JG24_g11493	Mal24_g9751
6986	Cre07.g347250		g9336		Mal24_g9750
6987	Cre07.g347350	g239		JG24_g11492	
6988	Cre07.g347400	g238	g9335	JG24_g11491	Mal24_g9749
6989	Cre07.g347450			JG24_g13798	
6990	Cre07.g347500	g237	g9334	JG24_g11490	Mal24_g9748
6991	Cre07.g347550	g236	g9333	JG24_g11489	Mal24_g9747
6992	Cre07.g347600	g234	g9329	JG24_g11486	Mal24_g9744
6993	Cre07.g347650	g233	g9330	JG24_g11485	Mal24_g9745
6994	Cre07.g347700	g8722	g9331	JG24_g11484	Mal24_g9746
6995	Cre07.g347750	g8721	g9327	JG24_g11483	Mal24_g9743
6996	Cre07.g347800	g8719	g9326	JG24_g11482	Mal24_g9742
6997	Cre07.g347850	g8718	g9325	JG24_g11481	Mal24_g9741
6998	Cre07.g347900	g8717	g9324	JG24_g11480	Mal24_g9740
6999	Cre07.g347980	g8712	g7629	JG24_g11477	Mal24_g9738
7000	Cre07.g348040	g8711	g13197	JG24_g11476	
7001	Cre07.g348040	g8711	g7628	JG24_g11476	
7002	Cre07.g348100	g8710	g7625	JG24_g11474	Mal24_g9736
7003	Cre07.g348150		g7624	JG24_g11473	Mal24_g9735
7004	Cre07.g348200	g8708			Mal24_g9734
7005	Cre07.g348250	g8707	g7622	JG24_g11470	Mal24_g9733
7006	Cre07.g348350	g8704	g7620	JG24_g11468	Mal24_g9731
7007	Cre07.g348400	g8703	g7621		
7008	Cre07.g348450	g8702	g7617	JG24_g11466	Mal24_g9729
7009	Cre07.g348500	g8701	g7616	JG24_g11465	Mal24_g9728
7010	Cre07.g348550	g8700	g7615	JG24_g11463	Mal24_g9726
7011	Cre07.g348600	g8699	g7614	JG24_g11462	Mal24_g9725
7012	Cre07.g348650	g8698		JG24_g11461	Mal24_g9724
7013	Cre07.g348700	g8697	g7612	JG24_g11460	
7014	Cre07.g348750	g8696	g7611	JG24_g11459	Mal24_g9722
7015	Cre07.g348750	g8696	g7955	JG24_g11459	Mal24_g9722
7016	Cre07.g348800	g8694	g7610	JG24_g11458	Mal24_g9720
7017	Cre07.g348850	g8693	g7609	JG24_g11457	Mal24_g9719
7018	Cre07.g348900	g8692	g7608	JG24_g11456	Mal24_g9718
7019	Cre07.g349000	g8689	g7605	JG24_g11452	Mal24_g9713
7020	Cre07.g349050	g8688	g7604	JG24_g11451	Mal24_g9712
7021	Cre07.g349100	g8687	g3030	JG24_g11450	Mal24_g9711
7022	Cre07.g349100	g8687	g7603	JG24_g11450	Mal24_g9711
7023	Cre07.g349119			JG24_g11449	Mal24_g9710
7024	Cre07.g349152		g7601	JG24_g11447	Mal24_g9709
7025	Cre07.g349200	g8682	g7600	JG24_g11445	Mal24_g9706
7026	Cre07.g349250			JG24_g11444	
7027	Cre07.g349300	g8680	g7597	JG24_g11443	Mal24_g9704
7028	Cre07.g349350	g8679	g7596	JG24_g11442	Mal24_g9703
7029	Cre07.g349400	g8678	g7595	JG24_g11441	Mal24_g9702
7030	Cre07.g349400	g8678	g7595	JG24_g6454	Mal24_g9702
7031	Cre07.g349450	g8677	g7594	JG24_g11440	Mal24_g9701
7032	Cre07.g349500	g8676	g7593	JG24_g11439	Mal24_g9700
7033	Cre07.g349520	g8673	g7592		Mal24_g9698
7034	Cre07.g349540	g8672		JG24_g11382	
7035	Cre07.g349600	g8671	g7591	JG24_g11436	Mal24_g9697
7036	Cre07.g349650	g8670	g7590	JG24_g11435	Mal24_g9696
7037	Cre07.g349700	g8669	g7589	JG24_g11434	Mal24_g9695
7038	Cre07.g349750	g8668	g7588	JG24_g11433	Mal24_g9694
7039	Cre07.g349800	g8667	g7587		
7040	Cre07.g349850	g8666	g7586	JG24_g11430	Mal24_g9692
7041	Cre07.g349900	g8665	g7585	JG24_g11429	Mal24_g9691
7042	Cre07.g349950	g8664	g7584	JG24_g11428	Mal24_g9690
7043	Cre07.g349966	g8663	g7583	JG24_g11427	
7044	Cre07.g350000	g8661	g7582		Mal24_g9453
7045	Cre07.g350000	g8661	g7582		Mal24_g9688
7046	Cre07.g350000	g199	g7582		Mal24_g9453
7047	Cre07.g350000	g199	g7582		Mal24_g9688
7048	Cre07.g350050	g8658	g7580	JG24_g11422	Mal24_g9686
7049	Cre07.g350100	g8657	g7579	JG24_g11421	Mal24_g9685
7050	Cre07.g350200	g8653		JG24_g11416	
7051	Cre07.g350250		g7573		
7052	Cre07.g350300	g8648	g7572		Mal24_g9675
7053	Cre07.g350350	g8647	g7571	JG24_g11414	Mal24_g9674
7054	Cre07.g350400	g8646	g13938	JG24_g11413	Mal24_g9673
7055	Cre07.g350400	g8646	g15023	JG24_g11413	Mal24_g9673
7056	Cre07.g350400	g8646	g7570	JG24_g11413	Mal24_g9673
7057	Cre07.g350450		g7569	JG24_g11412	Mal24_g9672
7058	Cre07.g350451			JG24_g11411	
7059	Cre07.g350500	g8644	g7568	JG24_g11410	
7060	Cre07.g350550	g8643	g7567	JG24_g11409	
7061	Cre07.g350600	g8642	g7566	JG24_g11408	Mal24_g9670
7062	Cre07.g350700	g8641	g7565	JG24_g11407	Mal24_g9669
7063	Cre07.g350750	g8640	g7564	JG24_g11406	Mal24_g9668
7064	Cre07.g350800	g8639	g7563	JG24_g11405	Mal24_g9667
7065	Cre07.g350850			JG24_g11404	
7066	Cre07.g350867	g8637	g7561	JG24_g11403	
7067	Cre07.g350900	g8636	g7560	JG24_g11402	Mal24_g9665
7068	Cre07.g350926			JG24_g11401	Mal24_g9664
7069	Cre07.g350950	g8635	g7559	JG24_g11400	Mal24_g9663
7070	Cre07.g351000	g8634	g7558	JG24_g11399	Mal24_g9662
7071	Cre07.g351050	g8633	g7556	JG24_g11398	Mal24_g9661
7072	Cre07.g351100	g8632	g7555	JG24_g11397	Mal24_g9660
7073	Cre07.g351150	g8630	g7547	JG24_g11395	Mal24_g9658
7074	Cre07.g351200	g8629	g7546	JG24_g11394	Mal24_g9657
7075	Cre07.g351300	g8628	g7545	JG24_g11393	Mal24_g9656
7076	Cre07.g351350	g8627	g7544	JG24_g11392	
7077	Cre07.g351400	g8626	g7543	JG24_g11391	Mal24_g9655
7078	Cre07.g351450	g8623	g7541	JG24_g11389	Mal24_g9653
7079	Cre07.g351500	g8622	g7540	JG24_g11388	Mal24_g9652
7080	Cre07.g351550	g8621	g7539	JG24_g11387	Mal24_g9651
7081	Cre07.g351600		g7538	JG24_g11386	Mal24_g9650
7082	Cre07.g351650	g8619	g7537	JG24_g11385	Mal24_g9649
7083	Cre07.g351700	g8618	g7536	JG24_g11384	Mal24_g9648
7084	Cre07.g351750	g8617	g7535	JG24_g11383	
7085	Cre07.g351850	g8613	g7532	JG24_g11379	Mal24_g9645
7086	Cre07.g351900	g8614	g7533	JG24_g11381	Mal24_g9644
7087	Cre07.g351900	g10909	g7533	JG24_g11381	Mal24_g9644
7088	Cre07.g351950				Mal24_g9642
7089	Cre07.g352000			JG24_g11377	Mal24_g9641
7090	Cre07.g352150	g11282			
7091	Cre07.g352250	g16622			
7092	Cre07.g352251	g8610	g7529	JG24_g11372	Mal24_g9640
7093	Cre07.g352300	g8609	g7528	JG24_g11371	Mal24_g9637
7094	Cre07.g352350	g8608	g7527	JG24_g11370	Mal24_g9636
7095	Cre07.g352400	g8607	g7526	JG24_g11369	Mal24_g9635
7096	Cre07.g352450	g8606	g7525	JG24_g11368	Mal24_g9634
7097	Cre07.g352500	g8604	g7524	JG24_g11367	Mal24_g9632
7098	Cre07.g352550	g8601	g7523	JG24_g11366	Mal24_g9631
7099	Cre07.g352600	g8600	g7522	JG24_g11365	Mal24_g9630
7100	Cre07.g352650	g8599	g7521	JG24_g11364	Mal24_g9629
7101	Cre07.g352750	g8598	g7520	JG24_g11363	Mal24_g9628
7102	Cre07.g352800	g8597	g7519	JG24_g11361	Mal24_g9627
7103	Cre07.g352850	g8596	g7518	JG24_g11360	Mal24_g9626
7104	Cre07.g352900	g8595	g7517	JG24_g11359	Mal24_g9625
7105	Cre07.g352950		g7516	JG24_g11358	
7106	Cre07.g353000	g8591	g7514	JG24_g11353	Mal24_g9621
7107	Cre07.g353050	g8594	g7515		Mal24_g9622
7108	Cre07.g353100	g8590	g7509	JG24_g11352	Mal24_g9619
7109	Cre07.g353100	g8590	g7509	JG24_g11352	Mal24_g9620
7110	Cre07.g353100	g8590	g7512	JG24_g11352	Mal24_g9619
7111	Cre07.g353100	g8590	g7512	JG24_g11352	Mal24_g9620
7112	Cre07.g353150	g8588			Mal24_g10413
7113	Cre07.g353200	g8587	g9222	JG24_g11350	Mal24_g9616
7114	Cre07.g353230	g8586	g9221	JG24_g11349	
7115	Cre07.g353250	g8585		JG24_g11348	
7116	Cre07.g353300	g8584	g9219	JG24_g11347	Mal24_g9614
7117	Cre07.g353350	g8583	g9218	JG24_g11346	Mal24_g9613
7118	Cre07.g353400	g8582	g9217	JG24_g11345	Mal24_g9612
7119	Cre07.g353450	g8581	g9216	JG24_g11344	Mal24_g9611
7120	Cre07.g353500	g8580	g9215	JG24_g11343	Mal24_g9609
7121	Cre07.g353550	g8579	g9214	JG24_g11342	Mal24_g9608
7122	Cre07.g353600	g8573	g9209	JG24_g11338	Mal24_g9605
7123	Cre07.g353650	g8576	g9211	JG24_g11339	Mal24_g9606
7124	Cre07.g353700	g8577	g9212	JG24_g11340	Mal24_g9607
7125	Cre07.g353837	g8833		JG24_g3787	
7126	Cre07.g353850	g8571	g9208	JG24_g11334	Mal24_g9603
7127	Cre07.g353900	g8570	g9207	JG24_g11333	Mal24_g9602
7128	Cre07.g353950	g8569	g9206	JG24_g11332	Mal24_g9601
7129	Cre07.g354000		g9205	JG24_g11331	Mal24_g9600
7130	Cre07.g354100	g8567	g9204	JG24_g11329	Mal24_g9598
7131	Cre07.g354150	g8566	g9203	JG24_g11328	Mal24_g9597
7132	Cre07.g354200	g8565	g9202	JG24_g11327	Mal24_g9596
7133	Cre07.g354250	g8564	g9201	JG24_g11326	Mal24_g9595
7134	Cre07.g354301			JG24_g11325	Mal24_g9594
7135	Cre07.g354350		g9199	JG24_g11324	Mal24_g9590
7136	Cre07.g354400			JG24_g11323	Mal24_g9587
7137	Cre07.g354500	g8561	g9198	JG24_g11322	Mal24_g9586
7138	Cre07.g354550		g7780		
7139	Cre07.g354551	g8559	g9196	JG24_g11321	Mal24_g9585
7140	Cre07.g354600	g8558	g9192	JG24_g11319	Mal24_g9583
7141	Cre07.g354650	g8557	g9191	JG24_g11318	Mal24_g9582
7142	Cre07.g354700		g12405	JG24_g6276	
7143	Cre07.g354750	g8555	g9189	JG24_g11316	Mal24_g9581
7144	Cre07.g354800	g8553	g9188	JG24_g11313	Mal24_g9579
7145	Cre07.g354850	g8552	g9187	JG24_g11312	Mal24_g9578
7146	Cre07.g355050	g8551	g9186	JG24_g11311	Mal24_g9577
7147	Cre07.g355100	g8550	g9185	JG24_g11310	Mal24_g9575
7148	Cre07.g355150	g8549	g9184	JG24_g11309	Mal24_g9574
7149	Cre07.g355200	g8548	g9183	JG24_g11308	Mal24_g9573
7150	Cre07.g355250	g8547	g9182	JG24_g11307	Mal24_g9572
7151	Cre07.g355300	g8546	g9181	JG24_g11306	Mal24_g9571
7152	Cre07.g355350	g8545	g9161	JG24_g11305	
7153	Cre07.g355400	g8544	g9162	JG24_g11304	Mal24_g9569
7154	Cre07.g355466				Mal24_g9567
7155	Cre07.g355500	g8541	g9165	JG24_g11275	Mal24_g9566
7156	Cre07.g355550	g8540		JG24_g11272	
7157	Cre07.g355600	g8539	g9167	JG24_g11269	Mal24_g9564
7158	Cre07.g355650	g8538	g9168	JG24_g11268	Mal24_g9563
7159	Cre07.g355700	g8537	g9172	JG24_g11267	
7160	Cre07.g355750	g8536	g9173	JG24_g11266	
7161	Cre07.g355800	g8534	g9174		
7162	Cre07.g355850		g9176	JG24_g11264	Mal24_g9559
7163	Cre07.g355900	g8532	g9177	JG24_g11263	Mal24_g9558
7164	Cre07.g355950	g8531	g9178	JG24_g11262	
7165	Cre07.g356050	g8530	g9179	JG24_g11261	Mal24_g9556
7166	Cre07.g356101	g15010	g9159		Mal24_g9554
7167	Cre07.g356150	g15011	g9158	JG24_g11259	Mal24_g9553
7168	Cre07.g356200	g15012		JG24_g11258	Mal24_g9552
7169	Cre07.g356250	g15013	g9156	JG24_g11257	Mal24_g9551
7170	Cre07.g356250	g15013	g9156	JG24_g11257	Mal24_g9551
7171	Cre07.g356350	g15015	g9154	JG24_g11255	Mal24_g9549
7172	Cre07.g356400	g15014	g9153	JG24_g11253	Mal24_g9548
7173	Cre07.g356500			JG24_g9986	Mal24_g6021
7174	Cre07.g356550	g15019	g9150	JG24_g11250	Mal24_g9545
7175	Cre07.g356550	g15019	g9150	JG24_g11250	Mal24_g9545
7176	Cre07.g356600	g15020	g9149	JG24_g11249	Mal24_g9544
7177	Cre07.g356650	g15021	g9148	JG24_g11248	Mal24_g9543
7178	Cre07.g356700	g15022	g9147	JG24_g11247	
7179	Cre07.g356750	g15023	g9146	JG24_g11246	
7180	Cre07.g356800	g15024	g9145	JG24_g11245	Mal24_g9540
7181	Cre07.g356850	g15025	g9144	JG24_g11244	
7182	Cre07.g356900	g15026	g9143	JG24_g11243	Mal24_g9536
7183	Cre07.g356960	g15028	g9141	JG24_g11240	Mal24_g9534
7184	Cre07.g357000	g15029			Mal24_g9533
7185	Cre07.g357033	g15030	g9139	JG24_g19452	
7186	Cre07.g357100			JG24_g19450	
7187	Cre07.g357150	g15033	g9136	JG24_g19449	Mal24_g9529
7188	Cre07.g357157	g15034	g9135	JG24_g19448	Mal24_g9528
7189	Cre07.g357200	g15035	g9134	JG24_g19447	Mal24_g9527
7190	Cre07.g357250	g15036	g9133	JG24_g19446	Mal24_g9526
7191	Cre07.g357300		g9132		
7192	Cre07.g357350	g15037	g9131	JG24_g19444	Mal24_g9524
7193	Cre07.g357400	g17006	g12754	JG24_g14609	Mal24_g462
7194	Cre07.g357450	g15039	g9130	JG24_g19443	Mal24_g9523
7195	Cre07.g357550	g15041	g9128	JG24_g19441	Mal24_g5451
7196	Cre07.g357550	g15041	g9128	JG24_g19441	Mal24_g9520
7197	Cre07.g357600	g15042	g9127	JG24_g19440	Mal24_g9518
7198	Cre07.g357650	g15043	g9126	JG24_g19439	Mal24_g9517
7199	Cre07.g357700	g15044	g9125	JG24_g19384	Mal24_g15952
7200	Cre07.g357700	g15044	g9125	JG24_g19384	Mal24_g9516
7201	Cre07.g357700	g15044	g9125	JG24_g19438	Mal24_g15952
7202	Cre07.g357700	g15044	g9125	JG24_g19438	Mal24_g9516
7203	Cre07.g357700	g744	g9125	JG24_g19384	Mal24_g15952
7204	Cre07.g357700	g744	g9125	JG24_g19384	Mal24_g9516
7205	Cre07.g357700	g744	g9125	JG24_g19438	Mal24_g15952
7206	Cre07.g357700	g744	g9125	JG24_g19438	Mal24_g9516
7207	Cre07.g357750	g15045	g9124	JG24_g19436	Mal24_g9515
7208	Cre07.g357800	g15046	g9123	JG24_g19435	Mal24_g9514
7209	Cre07.g357850	g15047	g9122		Mal24_g9513
7210	Cre07.g357850	g4759	g9122		Mal24_g9513
7211	Cre07.g357900	g15048	g9121	JG24_g19434	Mal24_g9512
7212	Cre07.g357950	g15049	g9120	JG24_g19433	Mal24_g9511
7213	Cre07.g800767			JG24_g19292	Mal24_g7923
7214	Cre07.g800769	g16355	g10651	JG24_g4031	Mal24_g7832
7215	Cre07.g800787		g268		Mal24_g16656
7216	Cre07.g800789	g16097	g9644	JG24_g4330	Mal24_g7561
7217	Cre07.g800794		g9031		
7218	Cre07.g800795			JG24_g4477	Mal24_g7415
7219	Cre07.g800810	g11707	g4645	JG24_g3731	Mal24_g12437
7220	Cre07.g800815			JG24_g11758	
7221	Cre07.g800817	g2270	g15213	JG24_g8966	Mal24_g8105
7222	Cre07.g800819			JG24_g11716	
7223	Cre07.g800823			JG24_g13562	
7224	Cre07.g800829			JG24_g17968	
7225	Cre07.g800832		g4264		Mal24_g13551
7226	Cre07.g800834			JG24_g11577	Mal24_g11150
7227	Cre07.g800838	g7231			
7228	Cre07.g800844				Mal24_g8528
7229	Cre07.g800848		g2036		
7230	Cre07.g800851		g5999		
7231	Cre07.g800853			JG24_g12028	
7232	Cre07.g800855				Mal24_g5199
7233	Cre07.g800858	g8611	g7530		
7234	Cre07.g800860		g13653	JG24_g9569	
7235	Cre07.g800864	g6922			
7236	Cre07.g800872		g11017		
7237	Cre07.g800874				Mal24_g9531
7238	Cre07.g800876			JG24_g12906	
7239	Cre08.g358100		g16313		Mal24_g14844
7240	Cre08.g358200	g14807	g7824	JG24_g8481	Mal24_g429
7241	Cre08.g358250	g14810	g7823	JG24_g8478	Mal24_g430
7242	Cre08.g358350	g14811	g7822		Mal24_g432
7243	Cre08.g358400		g7821		Mal24_g433
7244	Cre08.g358522	g14806	g7827	JG24_g8482	Mal24_g428
7245	Cre08.g358524	g14804	g7829	JG24_g8484	Mal24_g426
7246	Cre08.g358525	g14803	g7830	JG24_g8486	Mal24_g424
7247	Cre08.g358526	g14802	g7831	JG24_g8487	Mal24_g423
7248	Cre08.g358528	g14801	g7832	JG24_g8488	Mal24_g419
7249	Cre08.g358529	g14800	g7833	JG24_g8489	Mal24_g418
7250	Cre08.g358530	g14799		JG24_g8491	Mal24_g417
7251	Cre08.g358531	g14798	g7835	JG24_g8492	Mal24_g416
7252	Cre08.g358532	g14797	g7836	JG24_g8493	Mal24_g415
7253	Cre08.g358534	g14796	g7837	JG24_g8494	Mal24_g414
7254	Cre08.g358535		g17184	JG24_g7612	
7255	Cre08.g358537	g14794	g7838	JG24_g8495	Mal24_g413
7256	Cre08.g358538	g14793	g7839	JG24_g8496	Mal24_g412
7257	Cre08.g358539	g14791	g7840	JG24_g8499	Mal24_g411
7258	Cre08.g358540	g14790	g7841	JG24_g8500	Mal24_g410
7259	Cre08.g358546	g8055	g1136	JG24_g9170	Mal24_g16697
7260	Cre08.g358552	g14778	g7844	JG24_g8503	Mal24_g406
7261	Cre08.g358553				Mal24_g405
7262	Cre08.g358554	g14781	g7848	JG24_g8505	Mal24_g403
7263	Cre08.g358555	g14782	g7849	JG24_g8506	Mal24_g402
7264	Cre08.g358556			JG24_g8508	
7265	Cre08.g358557	g14783	g7850	JG24_g8509	Mal24_g400
7266	Cre08.g358560	g14772	g8805		
7267	Cre08.g358561	g14771	g7852	JG24_g8512	Mal24_g398
7268	Cre08.g358562	g14770	g7853	JG24_g8514	Mal24_g397
7269	Cre08.g358563	g14769	g7854	JG24_g8515	Mal24_g396
7270	Cre08.g358564	g14768	g7856	JG24_g8517	Mal24_g395
7271	Cre08.g358567	g14767	g7857	JG24_g8518	Mal24_g386
7272	Cre08.g358568	g14766	g7858	JG24_g8519	Mal24_g385
7273	Cre08.g358569	g14765		JG24_g8521	Mal24_g7246
7274	Cre08.g358570	g14764	g7860	JG24_g8522	Mal24_g384
7275	Cre08.g358571	g14763	g7861	JG24_g8523	
7276	Cre08.g358572	g14746	g7862	JG24_g8525	Mal24_g381
7277	Cre08.g358573	g14752	g7867	JG24_g8531	Mal24_g375
7278	Cre08.g358574		g7866	JG24_g8529	Mal24_g376
7279	Cre08.g358575	g14750	g7865		Mal24_g377
7280	Cre08.g358576	g14748	g7864	JG24_g8527	Mal24_g378
7281	Cre08.g358577	g14747	g7863		
7282	Cre08.g358578	g14753	g7868	JG24_g8532	Mal24_g374
7283	Cre08.g358579	g14754	g7869	JG24_g8533	Mal24_g373
7284	Cre08.g358580	g14755	g7870	JG24_g8534	Mal24_g372
7285	Cre08.g358582	g17199			Mal24_g9331
7286	Cre08.g358600	g14759	g7874	JG24_g8538	Mal24_g368
7287	Cre08.g358616	g14758	g7873	JG24_g8537	Mal24_g370
7288	Cre08.g358650		g7875	JG24_g8539	Mal24_g367
7289	Cre08.g358700	g14745	g7876	JG24_g8540	Mal24_g366
7290	Cre08.g358751	g14744	g7877	JG24_g8541	Mal24_g365
7291	Cre08.g358800	g14743	g7879	JG24_g8542	Mal24_g363
7292	Cre08.g358850				Mal24_g362
7293	Cre08.g358900	g14738		JG24_g8545	Mal24_g361
7294	Cre08.g358950	g14737	g7884	JG24_g8546	Mal24_g360
7295	Cre08.g358950	g14737	g7884	JG24_g8546	Mal24_g360
7296	Cre08.g359000	g5551			
7297	Cre08.g359100	g14736	g2792	JG24_g8548	Mal24_g355
7298	Cre08.g359133			JG24_g11060	Mal24_g4615
7299	Cre08.g359200				Mal24_g2585
